path	pred
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/844.wav	ngày hôm nay thì anh muốn được chia sẻ với các bạn một chủ đề thực ra là trả lời một câu hỏi mà các bạn đã hỏi sanh rất là nhiều sau khi mà vi đi ô định hướng tương lai vừa được lên sóng ở trên kênh diu túp sanh nguyên
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/845.wav	ở vi đô đấy thì ăn có nói rằng là chúng ta nên theo đuổi đam mê hay làm công việc mà chúng ta giỏi lựa chọn giữa cái chúng ta thích và chúng ta giỏi nếu như các bạn quan tâm đến việc nghiệp hay là bản thân bạn đang cảm thấy hơi lạc lối trong việc định hướng cho bản thân
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/846.wav	trong sự nghiệp thì
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/847.wav	có thể lắng nghe vi đô đấy một chút biết đâu nó có thể
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/848.wav	chia sẻ với các bạn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/849.wav	thì câu hỏi mà các bạn đặt ra rất là nhiều đó chính là làm thế nào để có thể biết được mình giỏi cái gì đúng là follower của sanh không bao giờ làm mình thật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/850.wav	các bạn toàn đưa ra những câu hỏi rất khó để trả lời
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/851.wav	một câu hỏi mà
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/852.wav	đáng nhẽ ra là bản thân mỗi chúng ta phải trả lời
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/853.wav	chứ không phải là đi tìm nó ở một người khác
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/854.wav	đúng không nào
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/855.wav	nhưng mà không sao sanh xin tiếp nhận những câu hỏi khó nhằn của các bạn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/856.wav	mình sẽ chia sẻ kinh nghiệm của mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/857.wav	trong việc nhìn nhận ra đâu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/858.wav	là thứ mà mình giỏi như sơn có chia sẻ thì mình lớn lên ở một vùng quê
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/859.wav	miền trung thành phố
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/860.wav	một thành phố ven biển không có quá nhiều điều nổi bật không có
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/861.wav	phát triển mạnh về kinh tế từ xưa thì học sinh của nghệ tĩnh nói chung đã được tiếng thơm ấy chính là học giỏi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/862.wav	chăm chỉ và thật ra là nó cũng khá là đúng đấy các bạn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/863.wav	tại vì ngoài cái việc học ra bọn mình có biết làm cái gì nữa đâu các bạn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/864.wav	không hề có gì gọi là giải trí hết á
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/865.wav	những ngày tháng gần đây thì có vẻ như mọi thứ cũng đã hiện đại hơn có rạp chiếu phim có shopping mall
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/866.wav	có nhiều quán cà phê hơn nhưng mà cái hồi mà
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/867.wav	kiểu năm nghìn không trăm mười đồ đó hồi mình còn học cấp ba thì gần như chẳng có gì gọi là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/868.wav	giải trí ngoài cái máy máy internet ở ngoài quán net nhưng mà thực ra cũng không thể phủ nhận rằng là những người con của đất nghị tĩnh họ có một sự
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/869.wav	chăm chỉ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/870.wav	và có một nguồn năng lượng rất là mạnh mẽ trong việc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/871.wav	thoát nghèo
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/872.wav	vậy nên là đi đâu thì mình cũng rất là tự hào vì mình là người con miền trung và mình cũng rất là vui khi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/873.wav	có rất là nhiều người
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/874.wav	anh em bạn bè người miền trung cũng đang sống và làm việc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/875.wav	sài gòn và họ cũng có những cái thành công riêng của họ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/876.wav	và mình cảm thấy một phần do mình lớn lên ở miền trung vậy nên là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/877.wav	mình thích nghệ thuật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/878.wav	mình không biết nữa mình thấy ví dụ như là ở những vùng có dân ca rồi là có
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/879.wav	âm nhạc đặc trưng ý thì thường là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/880.wav	con người cũng sẽ có một chút ảnh hưởng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/881.wav	riêng bản thân mình thì mình cực kỳ thích âm nhạc ngay từ hồi còn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/882.wav	lớp bốn lớp năm hay là con bé bé thì mình đã nghe kiểu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/883.wav	thúy nga paris by night
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/884.wav	là do mẹ mình thích nên là cũng có rất là nhiều đĩa của thúy nga để nghe
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/885.wav	từ nhỏ là mình đã nghe những bài hát dân ca rồi là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/886.wav	rồi là làm thơ làm thơ làm văn thôi từ đấy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/887.wav	theo thời gian là mình mình cảm thấy là mình có khả năng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/888.wav	trong việc viết lách rồi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/889.wav	làm thơ rồi là nghệ thuật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/890.wav	mình đã kể cho các bạn nghe câu chuyện mà hồi lớp ba mình đã được đăng một bài thơ mà mình viết tặng mẹ nhân dịp mùng tám tháng ba chưa nhờ đấy cũng là lần đầu tiên mình được hưởng nhuận bút rất là lớn đến chính là bảy mười nghìn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/891.wav	với một bài thơ mình mới chỉ tám tuổi thôi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/892.wav	và theo thời gian thì khi mà mình đến trường mình nghĩ rằng trường học cũng là một nơi giúp cho chúng ta nhìn nhận ra được
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/893.wav	chúng ta giỏi cái gì
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/894.wav	thực ra thì không thể nào chỉ là ngồi ở nhà và suy nghĩ về một điều gì đấy thì chúng ta sẽ biết rằng mình giỏi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/895.wav	mà là bản thân chúng ta khi mà làm
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/896.wav	khi mà được ở trong hoàn cảnh một cái môi trường
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/897.wav	có nhiều chất liệu hơn để có thể khám phá ra được mình thích cái gì và đôi khi trường học không hẳn là cho các bạn mọi thứ về tương lai nhiều bạn vào đại học rồi cũng cũng làm trái ngành trái nghề nhưng mà mình tin rằng trường học là một nơi rất là tuyệt vời để cho các bạn một môi trường để các bạn được khám phá chính mình và trong quá trình mà mình học từ lớp một đến lớp năm mình cũng không có nhiều ký ức lắm nhưng mà hồi đấy thì mình nhớ là mình vẽ khá là đẹp
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/898.wav	được thầy mang đi thi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/899.wav	kiểu vẽ tranh giao thông cấp thành phố rồi cấp tỉnh kiểu đấy nhưng mà thật ra mình cũng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/900.wav	có không có nghĩ nhiều về việc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/901.wav	mình sẽ học chuyên về mỹ thuật tại vì hồi đó là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/902.wav	những cái ngành nghề gọi là về nghệ thuật này kia thì không được quá coi trọng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/903.wav	ờ học thì cũng khá là tốn kém đồng thời là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/904.wav	kiểu đầu ra í nghĩa là đầu ra công việc nó nó không có
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/905.wav	ưa chuộng lắm
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/906.wav	nên là bố mẹ nhất định là bắt phải
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/907.wav	về kinh tế về tự nhiên các thứ đấy và bắt đầu từ khi mà học cấp hai cho đến năm cấp ba thì
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/908.wav	có một môn học luôn rất là nổi trội
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/909.wav	đấy chính là môn văn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/910.wav	ở trong lớp thì mình luôn là người được cô cầm bài và
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/911.wav	tất cả mọi người và cô bảo rằng đây là một
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/912.wav	đương nhiên thường đi ăn nó sẽ rất khắt khe nó không thể nào lúc nào cũng được chín mười như điểm toán được
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/913.wav	nhưng mà so với môn toán thì mình sẽ phải
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/914.wav	cày bừa rất nhiều mình phải học cực kỳ nhiều luôn để có thể đạt được điểm tối đa thì với môn văn mình nhiều khi mình chả ôn cái gì cả
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/915.wav	mình cảm thấy là mình vào mood rất là nhanh luôn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/916.wav	thở ra một cái là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/917.wav	sự nghệ thuật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/918.wav	nghệ sĩ đấy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/919.wav	một chút gọi là thi sĩ là sẽ được
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/920.wav	thoát ra ngoài một cách rất là nhẹ nhàng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/921.wav	tự nhiên mỗi lần mình làm văn ý thì mình cũng sẽ đọc hiểu về tác phẩm trước
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/922.wav	biết được cái ý muốn của tác giả muốn chia sẻ là gì
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/923.wav	bài văn được sáng tác trong hoàn cảnh như thế nào
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/924.wav	đồng thời là mình đọc văn mẫu khá là nhiều để có thể xem cách mà người ta triển khai dùng từ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/925.wav	lập luận như thế nào
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/926.wav	bản thân mình cảm thấy là mình không cần phải cố gắng nhiều
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/927.wav	thì môn văn lúc nào cũng được điểm cao và luôn đứng ở trong tốp đầu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/928.wav	kể cả khi mà mình lên học cấp ba rồi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1171.wav	mọi người còn ở đây không dợ ngủ rồi ờ tại sao mọi người ngủ được ta mọi người cho em hỏi nha nãy giờ mọi người có nghe cái tiếng nhạc ở ngoài kia không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1173.wav	đây là một điều rất đặc biệt
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1174.wav	tuần trước tụi em diễn ở đây cũng có cái tiếng nhạc đó nhưng mà nó hay lắm tuần trước lúc mà em đang đứng ở trong đó em đang kiểu trời ơi bây giờ làm sao để mà
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1190.wav	cái em đi tới cái chỗ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1191.wav	nội trả tiền cho tao diễn cho mày coi hả
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1192.wav	em em rất là thích đi coi phim và vừa rồi em mới được có một bộ phim là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1193.wav	nhà bà nữ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1194.wav	ô kê mình bỏ qua cái tính đúng sai của nó em chỉ thấy đây là một bộ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1195.wav	có một cái tình tiết vô cùng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1196.wav	hợp lý
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1197.wav	và nó không hề thực tế nó không hề đời
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1198.wav	cái đoạn cuối cái lúc mà người mẹ ngồi với làm tóc với người con gái xong rồi mẹ mới quay qua hỏi con gái là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1202.wav	chon là một nhân vật danh song luân thủ vai
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1203.wav	cô gái lắc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1204.wav	em thấy ở đây nó nó cực kỳ không hợp lý luôn em nhìn song luân em còn muốn có bầu quá xạo đúng rồi đúng không đúng không quá thực tế ủa lộn quá không thực tế xạo nói vậy thôi chứ em sợ lắm em sợ em sợ có bầu lắm
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1205.wav	làm sao em có không em sợ có con
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1206.wav	em sợ có con là bởi vì sao mọi người biết cái cái điều đối với cá nhân em nha cái điều sợ nhất của việc mình có một đứa con là gì biết không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1207.wav	được lựa chọn số lượng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1208.wav	mọi người tưởng tượng đi mình lên kế hoạch mình chuẩn bị hết tinh thần mình học rất nhiều kiến thức mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1209.wav	lập một cái quỹ riêng mình tính toán hết kế hoạch từ lúc nó sinh ra trong lúc nó học đại học vô trường gì cho một đứa con đùng mình sinh ba
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1211.wav	tưởng tượng được không nó giống như là mời một cô gái đi ăn xong mới dẫn bạn bè nó tới sau nó xin hai trăm đi ráp về đó ở đây có anh chị nào đã kết hôn rồi cho xin một cánh tay thôi cho xin hai cánh đi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1212.wav	giơ một tay có người về bị chửi đó
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1213.wav	dạ ờ dạ mình lấy nhau bao lâu rồi à khoan bây giờ em đến một hai ba mình cùng nói số năm nha
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1214.wav	nói sai là chết đó
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1215.wav	nói giỡn thôi mình đã có cháu nào chưa
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1216.wav	à mình có thích con nít không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1217.wav	em thì không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1218.wav	em em maybe em thích con nít nha nhưng mà chỉ khi mà nó chưa biết nói thôi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1221.wav	em cũng từng là con nít và em không thích cái việc bị đổ thừa mọi thứ lên ngày xưa mẹ em mẹ em nói em là mẹ nói nhiều nó nói ngọng nói nói nhiều ngày xưa em bị ngọng con nít đứa nào cho bị ngọng đúng không người nhưng mà cái chuyện ngọn đó có phải là lỗi của tụi nó không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1222.wav	nó ngọng là bởi vì vòm họng nó lỡ nó không phát triển được hết chưa phát triển hết phát âm chưa chuẩn thứ hai
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1223.wav	là người lớn chúng ta
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1224.wav	có nói chuyện với con nít
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1226.wav	có bao giờ mọi người ra chào con
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1227.wav	chú là nam rất vui được gặp con không chúng ta sẽ nói chuyện với con nít bằng cái giọng mà mình nói chuyện với chó đó ơ tụng tưng hả ơ thương hả ơ tục tưng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1228.wav	thì hỏi làm sao mà nó không nghe mà nó không nói ngọng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1230.wav	nên em thấy có nhiều người nói là dạy con nít là phải đánh nó dạy con nít là phải bùm bùm em không ủng hộ việc bạo lực với con nít
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1231.wav	nhưng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1347.wav	xin chào các bạn video này được làm cho những người bị overthinking
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1348.wav	biểu hiện rõ ràng nhất đó là các bạn sẽ có xu hướng suy nghĩ rất nhiều
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1349.wav	nhiều hơn mức cần thiết nhiều đến nỗi mà nó ảnh hưởng tiêu cực đến kết quả công việc cảm xúc sức khỏe và tinh thần của các
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1350.wav	những biểu hiện phổ biến của những người bị overthinking
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1351.wav	thứ nhất có khi nào mà lời nói ánh mắt hoặc hành động của một người khác cũng khiến cho các bạn thao thức cả đêm
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1352.wav	và không ngủ được
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1353.wav	rồi à thứ hai là nếu như sáng ngày hôm sau có một cái việc gì đó rất quan trọng thì y như rằng tối ngày hôm trước là thức trắng đêm luôn và rồi sáng hôm sau khi mà việc nó không như mong đợi thì các bạn sẽ dành cả ngày còn lại để tự dằn vặt mình rồi sao tối hôm qua không chịu đi ngủ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1354.wav	thứ ba
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1355.wav	đọc rất là nhiều sách
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1356.wav	rất nhiều những tài liệu nghiên cứu có rất nhiều những cái ý tưởng trong đầu nhưng mà rồi đến cuối cùng công việc cuộc sống
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1357.wav	vẫn lẩn quẩn loay hoay
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1358.wav	chả có gì thay đổi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1359.wav	thứ tư
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1360.wav	thời gian ngủ thì nhiều nhưng chất lượng giấc ngủ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1361.wav	lúc nào cũng mộng mị
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1362.wav	chập chờn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1363.wav	và thường xuyên cảm thấy mệt mỏi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1364.wav	thứ năm
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1365.wav	thường xuyên hay suy diễn một cái sự việc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1366.wav	hành động nhỏ nào đó thành một cuốn tiểu thuyết mười chương mang tiêu đề tại sao họ lại làm như vậy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1367.wav	có không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1368.wav	thứ sáu là các bạn cũng tập tành viết nhật ký nhưng mà viết xong thì không bao giờ đọc lại
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1369.wav	rồi bỏ luôn không biết nữa
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1370.wav	rồi cũng tập tành ngồi thiền nhưng mà rồi càng ngồi thì cái não chạy càng nhanh không kìm lại được
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1371.wav	và rồi cuối cùng các bạn bắt đầu có
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1372.wav	thói quen sử dụng rượu bia
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1373.wav	và bắt đầu phải sử dụng đến thuốc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1374.wav	có không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1375.wav	cho nên nếu anh nói đúng những biểu hiện hành vi nào đó của các
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1802.wav	xin lỗi vì số podcast đầu tiên này có những đoạn mà tun hơi nhiều cảm xúc bởi vì trong này sẽ có những câu chuyện mà lần đầu tiên tun kể hy vọng rằng mọi người sẽ đón nhận nó cảm ơn xin chào tất cả mọi người mình là tun hay cười ở đây và đây là kênh tun cảm ơn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1803.wav	ờ đây sẽ là một thế giới mới của mình trước tiên là cảm ơn và xin lỗi các bạn bởi vì là đã bắt mọi người chờ hơi lâu hơi lâu thì mình mới cho ra được cái seri podcast đầu tiên này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1804.wav	có tên là đắp chăn nằm nghe tun kể
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1805.wav	nhưng mà mình nghĩ là không làm sao cả bởi vì là mọi sự nó đều bắt đầu vào đúng cái thời điểm mà nó phải xảy ra như thế
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1806.wav	bây giờ thì xin mời tất cả các bạn chúng ta sẽ cùng với nhau đắp chăn lên giường đi ngủ thôi nào
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1807.wav	trong seri podcast các đắp chăn nằm nghe tun kể này thì chúng ta sẽ có ba phần
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1808.wav	phần đầu tiên đó chính là chúng ta sẽ cùng với nhau tâm sự sau một chặng hành trình dài một tuần làm việc căng thẳng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1809.wav	mệt mỏi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1810.wav	thì chúng ta sẽ cùng với nhau trải lòng tâm sự và đưa ra cho nhau thật nhiều lời khuyên hay ho phần thứ hai đó chính là bởi vì là rất yêu thương mọi người cho nên là mình sẽ chia sẻ cho các bạn một số tip làm thế nào để chúng ta có thể đi vào một giấc ngủ ngon hơn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1811.wav	và phần thứ ba đó chính là chúng ta sẽ ngủ với nhau
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1812.wav	cái mục đích chính để mình làm ra cái seri podcast này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1813.wav	đó chính là mình muốn chữa lành cho tất cả các bạn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1814.wav	bởi vì là mình đã
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1815.wav	từng tổn thương rồi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1816.wav	mình cũng đã từng đổ vỡ rồi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1817.wav	nhưng mà vào thời điểm hiện tại thì mình đã hạnh phúc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1818.wav	đã vui vẻ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1819.wav	và trái tim của mình thì đang rất là ngập tràn tình yêu thương của mình với tất cả mọi người xung quanh
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1820.wav	à mình hứa là sau cái seri podcast này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1821.wav	thì mình sẽ giúp cho tất cả các bạn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1822.wav	sẽ trở thành một con người tốt hơn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1823.wav	sống hạnh phúc hơn khỏe mạnh hơn và mình sẽ giúp cho các bạn có thể
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1824.wav	kiếm được nhiều tiền bạc và cơ hội hơn sẽ đến với cuộc sống của tất cả các bạn và mình hứa với các bạn điều gì thì mình sẽ làm điều đấy cái này là mình hứa
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1825.wav	ờ và bên cạnh đấy nữa thì đây là cái seri đầu tiên của năm hai nghìn không trăm hai mươi hai
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1826.wav	và cũng đánh dấu một cột mốc mà nó rất quan trọng với
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1827.wav	sự nghiệp của mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1828.wav	mình muốn chuyển nghiệp hơn để có thể trở thành một người dẫn chương trình giải trí hàng đầu việt nam
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1829.wav	và hy vọng rằng mọi người sẽ cùng với mình chắp cánh ước mơ này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1830.wav	và đây sẽ là một cái nơi mà chúng ta sẽ có thể tạo ra được nhiều kỷ niệm với nhau
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1831.wav	một cái câu nói mà mọi người hay hỏi tun nhiều nhất đó chính là làm như thế nào để có thể trở nên tự tin hơn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1832.wav	và đối với bản thân mình khi mà mọi người nhìn mình thì mọi người rất hay nhận xét là tun
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1833.wav	tun phạm là một người rất tự tin và là một người giao tiếp tốt
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1834.wav	có vẻ như bạn này được sinh ra và lớn lên cho một gia đình rất là điều kiện cho nên là lúc nào cũng thấy vui tươi và không phải lo lắng điều gì cả
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1835.wav	thì ờ có phải như thế không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1836.wav	câu trả lời là không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1837.wav	mình được sinh ra và lớn lên cho một gia đình mà không có điều kiện lắm
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1838.wav	và cái giai đoạn mà gia đình mình vất vả nhất là vào cái năm mà mình học cấp một
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1839.wav	và đây cũng là lần đầu tiên mà mình chia sẻ về cái xuất phát điểm của mình nói thế để cho các bạn biết là mình cũng như tất cả mọi người có thể là mình còn kém hơn các bạn rất là nhiều nhưng mà đến ngày hôm nay thì mình đã có một sự nỗ lực rất lớn để có thể đạt được những cái ở thời điểm hiện tại thôi nhưng mà đương nhiên là sẽ phải học và phấn đấu rất là nhiều để có thể trở thành một con người tốt hơn vui vẻ hơn và hạnh phúc hơn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1840.wav	ờ mình cũng là những đứa trẻ lớn lên trong một cái tuổi thơ mà như các bạn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1841.wav	cũng đùa nghịch cũng chơi bời cũng có đánh nhau rồi cũng bị quát  mắng này nọ này kia
